prob,loss,y_true,member,source
0.47402948,0.74648577,1.0,1,target_train
0.1781799,0.19623381,0.0,1,target_train
0.16692485,0.18263142,0.0,1,target_train
0.6076787,0.49810898,1.0,1,target_train
0.62094045,0.47652012,1.0,1,target_train
0.4522961,0.7934182,1.0,1,target_train
0.18045922,0.19901109,0.0,1,target_train
0.1372754,0.14765976,0.0,1,target_train
0.25298667,0.29167223,0.0,1,target_train
0.9578846,0.04302796,1.0,1,target_train
0.99600136,0.0040066536,1.0,1,target_train
0.0499911,0.05128396,0.0,1,target_train
0.31645146,1.1505854,1.0,1,target_train
0.314142,0.37708467,0.0,1,target_train
0.26943085,1.3114436,1.0,1,target_train
0.23185237,0.26377332,0.0,1,target_train
0.10360601,0.109375216,0.0,1,target_train
0.16600013,0.18152203,0.0,1,target_train
0.7275501,0.3180724,1.0,1,target_train
0.29097512,1.2345175,1.0,1,target_train
0.9980792,0.0019226663,1.0,1,target_train
0.063562565,0.06567258,0.0,1,target_train
0.9907482,0.009294837,1.0,1,target_train
0.27425742,1.2936882,1.0,1,target_train
0.40600273,0.5208806,0.0,1,target_train
0.70908594,1.2347274,0.0,1,target_train
0.9952744,0.0047367765,1.0,1,target_train
0.9462946,0.055201333,1.0,1,target_train
0.37165958,0.98977697,1.0,1,target_train
0.89491343,0.111028284,1.0,1,target_train
0.9898712,0.010180442,1.0,1,target_train
0.5055113,0.68218493,1.0,1,target_train
0.21799318,0.24589187,0.0,1,target_train
0.7247397,0.32194278,1.0,1,target_train
0.4550553,0.6070709,0.0,1,target_train
0.30382943,0.36216056,0.0,1,target_train
0.9930058,0.007018762,1.0,1,target_train
0.9053399,0.09944483,1.0,1,target_train
0.33046782,0.40117607,0.0,1,target_train
0.28718942,0.33853957,0.0,1,target_train
0.98518956,0.014921213,1.0,1,target_train
0.16082849,0.17534016,0.0,1,target_train
0.6681159,1.1029695,0.0,1,target_train
0.26165313,0.30334154,0.0,1,target_train
0.07344489,0.07628176,0.0,1,target_train
0.68748105,1.1630902,0.0,1,target_train
0.13910936,0.14978781,0.0,1,target_train
0.5819322,0.5414014,1.0,1,target_train
0.7846346,1.5354191,0.0,1,target_train
0.4919488,0.67717314,0.0,1,target_train
0.90441084,0.100471556,1.0,1,target_train
0.28830206,0.34010172,0.0,1,target_train
0.3272881,0.3964381,0.0,1,target_train
0.3524715,0.4345924,0.0,1,target_train
0.40178782,0.5138098,0.0,1,target_train
0.17940407,0.19772448,0.0,1,target_train
0.6216061,0.47544867,1.0,1,target_train
0.095035836,0.09985995,0.0,1,target_train
0.113329165,0.12028147,0.0,1,target_train
0.47140712,0.63753676,0.0,1,target_train
0.15239215,0.16533719,0.0,1,target_train
0.68585914,0.377083,1.0,1,target_train
0.9443266,0.057283223,1.0,1,target_train
0.48894498,0.7155053,1.0,1,target_train
0.73634475,0.30605683,1.0,1,target_train
0.04113324,0.042003136,0.0,1,target_train
0.31114239,0.37272072,0.0,1,target_train
0.96571994,0.034881406,1.0,1,target_train
0.3528888,0.43523717,0.0,1,target_train
0.34173694,0.4181506,0.0,1,target_train
0.956289,0.044695117,1.0,1,target_train
0.7792176,0.24946494,1.0,1,target_train
0.26811132,0.3121269,0.0,1,target_train
0.63838243,0.44881773,1.0,1,target_train
0.36789465,0.99995863,1.0,1,target_train
0.29284838,0.34651014,0.0,1,target_train
0.9628897,0.037816443,1.0,1,target_train
0.0997278,0.105058126,0.0,1,target_train
0.13446881,2.006423,1.0,1,target_train
0.75723326,0.27808392,1.0,1,target_train
0.99047965,0.009565961,1.0,1,target_train
0.99711615,0.0028880178,1.0,1,target_train
0.97297245,0.027399508,1.0,1,target_train
0.9883353,0.011733254,1.0,1,target_train
0.9887952,0.011268025,1.0,1,target_train
0.7195962,0.32906505,1.0,1,target_train
0.69514656,0.36363256,1.0,1,target_train
0.34289455,0.41991076,0.0,1,target_train
0.16042644,0.17486118,0.0,1,target_train
